country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
EST,manifesto,83713,KE,Eesti Koonderakond,Coalition Party,1995,1999,7.6,1999,NA,NA,2013-01-01T18:18:34Z,2023-06-05T10:39:50Z,2056,1556,2013-01-01T18:34:21Z,EST,parlgov,486,EKK,Eesti Koonderakond,Estonian Coalition Party,1992,1999,32.2,1995,NA,NA,2012-12-30T23:37:54Z,2024-08-13T10:51:57Z,1083,2018-07-08T13:11:42Z
EST,manifesto,83612,ERL,Eestimaa Rahvaliit,Estonian People’s Union,2003,2011,13,2003,NA,NA,2013-01-01T18:16:19Z,2023-06-05T10:39:56Z,1419,110,2013-01-01T18:34:24Z,EST,parlgov,417,ERa/EKR,Eestimaa Rahvalliit / Eesti Konservatiivne Rahvaerakond,People's Union of Estonia / Conservative People's Party,1999,2023,17.8,2019,NA,NA,2012-12-30T23:35:59Z,2024-08-13T10:51:53Z,530,2012-12-30T23:43:18Z
EST,manifesto,83952,EÜRP,Eestimaa Ühendatud Rahvapartei,Estonian United People’s Party,1999,1999,6.1,1999,NA,NA,2013-01-01T18:16:13Z,2023-06-05T10:39:42Z,1393,18,2013-01-01T18:34:23Z,EST,parlgov,1590,K-EUR,Konstitutsioonierakond – Eestimaa Ühendatud Rahvapartei,Constitution Party -- Estonian United People's Party,1995,2009,6.1,1999,NA,NA,2012-12-30T23:37:08Z,2024-08-13T10:52:05Z,856,2012-12-30T23:43:20Z
EST,manifesto,83711,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,8.8,1992,NA,NA,2013-01-01T18:17:20Z,2023-06-05T10:40:03Z,1702,1299,2013-01-01T18:34:22Z,EST,parlgov,552,ERSP,Eesti Rahvusliku Sõltumatuse Partei,Estonian National Independence Party,1992,1992,8.8,1992,NA,NA,2012-12-30T23:35:22Z,2024-08-13T10:52:01Z,341,2012-12-30T23:43:16Z
EST,manifesto,83430,ER,Eesti Reformierakond,Estonian Reform Party,1995,2019,28.9,2019,NA,NA,2013-01-01T18:17:22Z,2023-06-05T10:39:49Z,1707,821,2013-01-01T18:34:23Z,EST,parlgov,113,ERe,Eesti Reformierakond,Estonian Reform Party,1995,2023,31.2,2023,NA,NA,2012-12-30T23:37:58Z,2024-08-13T10:52:05Z,1105,2012-12-30T23:43:16Z
EST,manifesto,83440,EVA,Eesti Vabaerakond,Free Party,2015,2015,8.7,2015,NA,NA,2017-03-13T21:05:00Z,2023-06-05T10:39:39Z,18683,3271,2017-03-13T21:07:20Z,EST,parlgov,2409,EV,Eesti Vabaerakond,Free Party,2015,2019,8.7,2015,NA,NA,2015-06-15T14:42:27Z,2024-08-13T10:52:08Z,10239,2015-06-15T14:51:43Z
EST,manifesto,83110,EER,Erakond Eestimaa Rohelise,Estonian Greens,2007,2011,7.1,2007,NA,NA,2014-02-08T21:29:21Z,2023-06-05T10:39:39Z,3780,1040,2014-02-09T15:38:45Z,EST,parlgov,219,EER,Erakond Eestimaa Rohelised,Estonian Greens,2007,2023,7.1,2007,NA,NA,2012-12-30T23:35:07Z,2024-08-13T10:52:06Z,268,2012-12-30T23:43:19Z
EST,manifesto,83611,RP,Isamaa,Pro Patria,2003,2019,24.6,2003,NA,NA,2013-01-01T18:17:13Z,2023-06-05T10:39:46Z,1666,685,2018-09-13T10:48:51Z,EST,parlgov,1597,IRL,Erakond Isamaa ja Res Publica Liit,Pro Patria and Res Publica Union,2007,2023,20.5,2011,NA,NA,2012-12-30T23:34:23Z,2024-08-13T10:52:07Z,22,2012-12-30T23:43:18Z
EST,manifesto,83709,I/ERSP,Ismaaaliit,Pro Patria Union,1995,2003,16.1,1999,NA,composed of: Isamaa (Fatherland) ERSP Eesti Rahvusliku Soltumatuse Partei (Estonian National Independence Party),2013-01-01T18:16:19Z,2023-06-05T10:39:40Z,1421,779,2017-08-25T07:53:10Z,EST,parlgov,846,I,Isamaaliit,Pro Patria Union,1999,2004,16.1,1999,NA,NA,2012-12-30T23:35:06Z,2024-08-13T10:52:03Z,259,2012-12-30T23:43:19Z
EST,manifesto,83710,RKI,Rahvuslik Koonderakond Isamaa,National Coalition Pro Patria,1992,1992,22,1992,NA,composed of: EKR Eesti Konservativne Rahvaerakond (Estonian Conservative Party) EKDE Eesti Kristlik-Demokraatlik Erakond (Estonian Christian Democratic Party) EKDL Eesti Kristlik-Demokraatlik Liit (Estonian Christian Democratic Union) ELP Eesti Liberaaldemokraatlik Partei (Estonian Liberal Democratic Party) ELL Eesti Liberaldemokraatlik Liit (Estonian Liberal Democratic Union),2013-01-01T18:16:14Z,2023-06-05T10:39:52Z,1397,779,2013-01-01T18:34:24Z,EST,parlgov,846,I,Isamaaliit,Pro Patria Union,1999,2004,16.1,1999,NA,NA,2012-12-30T23:35:06Z,2024-08-13T10:52:03Z,259,2012-12-30T23:43:19Z
EST,manifesto,83410,SDE,Sotsiaaldemokraatlik Erakond,Social Democratic Party,1992,2019,17.1,2011,NA,composed of: ESDP Eesti Sotsiaaldemokraatlik Partei (Social Democratic Party) EMK Eesti Maa-Keskerakond (Rural Centre Party),2013-01-01T18:17:48Z,2023-06-05T10:39:55Z,1834,1150,2013-01-01T18:34:26Z,EST,parlgov,1448,SDE|M,Sotsiaaldemokraatlik Erakond | Mõõdukad,Social Democratic Party | Moderates,1992,2023,17.1,2011,NA,NA,2012-12-30T23:34:26Z,2024-08-13T10:51:59Z,41,2012-12-30T23:43:24Z
EST,manifesto,83610,VKRE,Vabariiklaste ja Konservatiivide Rahvaerakond ‘Parempoolsed',Republican and Conservative People’s Party ‘Right-wingers',1995,1995,5,1995,NA,composed of: EV Eesti Vabriiklaste (Estonian Republican Coalition Party) EKR Eesti Konservativne Rahvaerakond (Estonian Conservative People’s Party),2013-01-01T18:17:40Z,2023-06-05T10:39:44Z,1793,83,2013-01-01T18:34:27Z,EST,parlgov,2893,P,Parempoolsed,the Right,2023,2023,2.3,2023,NA,NA,2023-12-11T22:42:10Z,2024-08-13T10:51:54Z,59674,2023-12-11T22:42:10Z
EST,manifesto,83610,VKRE,Vabariiklaste ja Konservatiivide Rahvaerakond ‘Parempoolsed',Republican and Conservative People’s Party ‘Right-wingers',1995,1995,5,1995,NA,composed of: EV Eesti Vabriiklaste (Estonian Republican Coalition Party) EKR Eesti Konservativne Rahvaerakond (Estonian Conservative People’s Party),2013-01-01T18:17:40Z,2023-06-05T10:39:44Z,1793,83,2013-01-01T18:34:27Z,EST,parlgov,1395,VKR,Vabariiklaste ja Konservatiivide Rahvaerakond,People's Party of Republicans and Conservatives,1995,1995,5,1995,NA,NA,2012-12-30T23:37:30Z,2024-08-13T10:52:08Z,963,2012-12-30T23:43:22Z
EST,manifesto,83712,NA,Valimisliit ‘Eesti Kodanik',Electoral Union ‘Estonian Citizen',1992,1992,6.9,1992,NA,composed of: EVP Eesti Vabariigi Partei (Estonian Republic Party) Noarootsi (Living Health Association),2013-01-01T18:17:25Z,2023-06-05T10:39:46Z,1721,1319,2013-01-01T18:34:21Z,EST,parlgov,1064,EKo,Eesti Kodanik,Estonian Citizens,1992,1995,6.9,1992,NA,NA,2012-12-30T23:37:01Z,2024-08-13T10:51:51Z,821,2012-12-30T23:43:14Z
EST,manifesto,83220,NA,Valimisliit ‘Kindel Kodu',Electoral Union ‘Secure Home',1992,1992,13.6,1992,NA,composed of: K Eesti Koonderakond (Coalition Party) EM Eesti Maalit (Estonian Rural Union) EDO Eesti Demokraatlik Öiglusliit (Estonian Democratic Justice) EPL Eesti Pensionärde Liit-EPL (Estonian Pensioner’s Union),2013-01-01T18:17:08Z,2023-06-05T10:40:00Z,1644,1556,2018-07-08T13:08:19Z,EST,parlgov,486,EKK,Eesti Koonderakond,Estonian Coalition Party,1992,1999,32.2,1995,NA,NA,2012-12-30T23:37:54Z,2024-08-13T10:51:57Z,1083,2018-07-08T13:11:42Z
EST,manifesto,83421,NA,Valimisliit ‘Rahvarinne',Electoral Union ‘Popular Front',1992,1992,12.2,1992,NA,composed of: ERPT Eestima Rahvarinne Perestroika Toetuseks (Popular Front) ERKE Eesti Rahva-Keskerakond (Centre People’s Party) EN Eesti Naisliit (Womens’ Union),2013-01-01T18:16:15Z,2023-06-05T10:39:44Z,1400,331,2013-01-01T18:34:20Z,EST,parlgov,450,R,Rahvarinne,Popular Front,1992,1992,12.2,1992,NA,NA,2012-12-30T23:34:53Z,2024-08-13T10:52:05Z,193,2012-12-30T23:43:23Z
EST,manifesto,83901,NA,Valimisliit ‘Sõltumatud Kuningriiklased',Electoral Union ‘Independent Royalists',1992,1992,7.1,1992,NA,NA,2013-01-01T18:18:28Z,2023-06-05T10:39:55Z,2024,1361,2013-01-01T18:34:25Z,EST,parlgov,25,SK,Sõltumatud Kuningriiklased,Independent Royalists,1992,1992,7.1,1992,NA,NA,2012-12-30T23:37:13Z,2024-08-13T10:52:04Z,878,2012-12-30T23:43:24Z
FIN,manifesto,14222,Deva,Demokraattinen Vaihtoehto,Democratic Alternative,1987,1987,4.2,1987,NA,NA,2013-01-01T18:17:29Z,2023-06-05T10:39:48Z,1741,166,2013-01-01T18:34:28Z,FIN,parlgov,229,Deva,Demokraattinen Vaihtoehto – Demokratiskt Alternativs,Democratic Alternative,1987,1987,4.2,1987,NA,NA,2012-12-30T23:34:36Z,2024-08-13T10:52:04Z,93,2012-12-30T23:43:26Z
FIN,manifesto,14620,KK,Kansallinen Kokoomus,National Coalition,1945,2019,23.1,1987,NA,NA,2013-01-01T18:18:01Z,2023-06-05T10:40:01Z,1896,495,2015-07-28T10:02:48Z,FIN,parlgov,1118,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,1919,2023,23.1,1987,NA,NA,2012-12-30T23:37:53Z,2024-08-13T10:52:02Z,1081,2012-12-30T23:43:28Z
FIN,manifesto,14420,LKP,Liberaalinen Kansanpuolue,Liberal People’s Party,1945,1991,7.9,1954,NA,NA,2013-01-01T18:18:24Z,2023-06-05T10:39:59Z,2005,249,2013-01-01T18:34:28Z,FIN,parlgov,1219,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,1919,1991,12.8,1919,NA,NA,2012-12-30T23:37:13Z,2024-08-13T10:51:55Z,880,2012-12-30T23:43:29Z
FIN,manifesto,14440,NA,Liike Nyt,Movement Now,2019,2019,2.3,2019,NA,NA,2023-06-05T10:39:52Z,2023-06-05T10:39:52Z,59088,8639,2023-06-05T10:39:52Z,FIN,parlgov,2801,LN,Liike Nyt,Movement Now,2019,2023,2.4,2023,NA,NA,2020-12-08T14:36:48Z,2024-08-13T10:52:00Z,48903,2020-12-08T14:43:14Z
FIN,manifesto,14430,NSP,Nuorsuomalainen Puolue,Young Finnish Party,1995,1995,2.8,1995,NA,NA,2013-01-01T18:16:37Z,2023-06-05T10:40:00Z,1502,856,2013-01-01T18:34:29Z,FIN,parlgov,1009,NSP,Nuorsuomalaiset – Ungfinnarna,Young Finns,1995,1999,2.8,1995,NA,NA,2012-12-30T23:37:12Z,2024-08-13T10:52:04Z,873,2012-12-30T23:43:30Z
FIN,manifesto,14820,PS,Perussuomalaiset,True Finns,1966,2019,19.1,2011,NA,NA,2013-01-01T18:17:37Z,2023-06-05T10:39:49Z,1781,1689,2013-01-01T18:34:31Z,FIN,parlgov,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,1962,2023,20.1,2023,NA,NA,2012-12-30T23:35:55Z,2024-08-13T10:52:02Z,511,2012-12-30T23:43:34Z
FIN,manifesto,14901,RKP/SFP,Ruotsalainen Kansanpuolue/Svenska Folkpartiet,Swedish People’s Party,1945,2019,8.4,1945,NA,NA,2013-01-01T18:17:52Z,2023-06-05T10:39:41Z,1854,1229,2013-01-01T18:34:30Z,FIN,parlgov,585,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,1917,2023,12.4,1922,NA,NA,2012-12-30T23:34:52Z,2024-08-13T10:51:54Z,188,2012-12-30T23:43:31Z
FIN,manifesto,14221,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People’s Democratic Union,1945,1987,23.5,1945,NA,NA,2013-01-01T18:16:38Z,2023-06-05T10:39:40Z,1504,1096,2013-01-01T18:34:30Z,FIN,parlgov,1292,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet,Democratic Union | Left Alliance,1922,2023,23.5,1945,NA,NA,2012-12-30T23:34:30Z,2024-08-13T10:51:51Z,63,2012-12-30T23:43:32Z
FIN,manifesto,14810,SK,Suomen Keskusta,Finnish Centre,1945,2019,24.8,1991,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:39:50Z,1993,901,2013-01-01T18:34:29Z,FIN,parlgov,94,KESK,Keskusta,Centre Party,1917,2023,27.3,1930,NA,NA,2012-12-30T23:34:27Z,2024-08-13T10:51:59Z,47,2012-12-30T23:43:28Z
FIN,manifesto,14520,KD,Suomen Kristillisdemokraatit,Christian Democrats in Finland,1970,2019,5.3,2003,NA,NA,2013-01-01T18:16:49Z,2023-06-05T10:39:41Z,1559,703,2013-01-01T18:34:30Z,FIN,parlgov,1463,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,1966,2023,5.3,2003,NA,NA,2012-12-30T23:37:22Z,2024-08-13T10:51:58Z,925,2012-12-30T23:43:33Z
FIN,manifesto,14320,SSDP,Suomen Sosialidemokraattinen Puolue,Finnish Social Democrats,1945,2019,28.3,1995,NA,NA,2013-01-01T18:16:56Z,2023-06-05T10:39:41Z,1589,1303,2013-01-01T18:34:31Z,FIN,parlgov,395,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,1917,2023,44.8,1917,NA,NA,2012-12-30T23:36:19Z,2024-08-13T10:51:55Z,624,2012-12-30T23:43:34Z
FIN,manifesto,14310,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto,Social Democratic League of Workers and Smallholders,1958,1966,4.4,1962,NA,NA,2013-01-01T18:16:49Z,2023-06-05T10:40:02Z,1557,1164,2013-01-01T18:34:32Z,FIN,parlgov,1108,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Social Democratic League of Workers and Smallholders,1958,1972,4.4,1962,NA,NA,2012-12-30T23:37:35Z,2024-08-13T10:52:09Z,989,2012-12-30T23:43:35Z
FIN,manifesto,14110,VL,Vihreä Liitto,Green Union,1983,2019,11.5,2019,NA,NA,2013-01-01T18:17:20Z,2023-06-05T10:40:03Z,1700,479,2013-01-01T18:34:32Z,FIN,parlgov,1062,VIHR,Vihreä Liitto – Gröna Förbundet,Green League,1983,2023,11.5,2019,NA,NA,2012-12-30T23:38:21Z,2024-08-13T10:51:54Z,1212,2012-12-30T23:43:39Z
FRA,manifesto,31523,CDP,Centre Démocratie et Progrés,"Centre, Democracy and Progress",1973,1973,3.9,1973,NA,NA,2013-01-01T18:16:51Z,2023-06-05T10:39:49Z,1565,288,2013-01-01T18:34:33Z,FRA,parlgov,885,CDP,Centre démocratie et progrés,Centre Democracy and Progress,1973,1973,3.8,1973,NA,NA,2012-12-30T23:38:23Z,2024-08-13T10:52:05Z,1220,2012-12-30T23:43:43Z
FRA,manifesto,31110,EÉLV,Europe Écologie Les Verts,Europe Ecology - The Greens,1993,2017,7.8,1993,NA,in 1997: Les Verts,2013-01-01T18:17:52Z,2023-06-05T10:40:01Z,1850,1108,2013-01-01T18:34:39Z,FRA,parlgov,873,V,Les Verts,Greens,1978,2019,7.6,1993,NA,NA,2012-12-30T23:38:18Z,2024-08-13T10:51:52Z,1192,2012-12-30T23:43:45Z
FRA,manifesto,31720,FN,Front National,National Front,1986,2017,14.9,1997,NA,NA,2013-01-01T18:17:06Z,2023-06-05T10:39:49Z,1634,433,2013-01-01T18:34:34Z,FRA,parlgov,270,FN,Rassemblement National,National Rally,1984,2022,18.7,2022,NA,NA,2012-12-30T23:35:57Z,2024-08-13T10:51:54Z,522,2012-12-30T23:43:44Z
FRA,manifesto,31111,GE,Generation Écologie,Ecology Generation,1997,1997,2.7,1997,NA,NA,2013-01-01T18:17:45Z,2023-06-05T10:39:50Z,1816,1273,2013-01-01T18:34:35Z,FRA,parlgov,650,GE,Generation écologie,Ecology Generation,1993,1994,2,1994,NA,NA,2012-12-30T23:38:21Z,2024-08-13T10:51:51Z,1209,2012-12-30T23:43:45Z
FRA,manifesto,31522,PDM,Groupe Progrès et Démocratie Moderne,Progress and Modern Democracy,1967,1968,14.1,1967,NA,NA,2013-01-01T18:18:21Z,2023-06-05T10:40:01Z,1990,399,2013-01-01T18:34:33Z,FRA,parlgov,1491,CD,Centre démocrat,Democratic Centre,1967,1968,14.1,1967,NA,NA,2012-12-30T23:37:59Z,2024-08-13T10:52:09Z,1106,2012-12-30T23:43:42Z
FRA,manifesto,31240,NA,La France insoumise,Indomitable France,2017,2017,11,2017,NA,NA,2018-08-02T13:23:09Z,2023-06-05T10:39:58Z,25077,5858,2018-08-02T13:24:38Z,FRA,parlgov,2644,FI,La France Insoumise,Unbowed France,2017,2022,25.7,2022,NA,NA,2018-02-02T21:31:08Z,2024-08-13T10:52:03Z,20351,2018-02-02T22:15:08Z
FRA,manifesto,31626,UMP,Les Républicains,The Republicans,2002,2017,39.5,2007,NA,composed of: RPR Rassemblement pour la République (Rally for the Republic) and DL Démocratie Libérale (Liberal Democracy); after the election part of UDF joined the Union,2013-01-01T18:18:21Z,2023-06-05T10:39:45Z,1991,1595,2013-01-01T18:34:39Z,FRA,parlgov,658,UMP|LR,Union pour un mouvement populaire | Les Républicains,Union for a Popular Movement | The Republicans,2002,2022,39.5,2007,NA,NA,2012-12-30T23:37:12Z,2024-08-13T10:52:08Z,875,2012-12-30T23:43:56Z
FRA,manifesto,31624,MoDem,Mouvement Démocrate,Democratic Movement,1978,2017,22,1978,NA,NA,2013-01-01T18:18:17Z,2023-06-05T10:39:39Z,1971,213,2013-01-01T18:34:38Z,FRA,parlgov,509,UDF|MD,Union pour la démocratie française | Mouvement démocrate,Union for French Democracy | Democratic Movement,1978,2017,19.1,1993,NA,NA,2012-12-30T23:38:23Z,2024-08-13T10:51:59Z,1217,2012-12-30T23:43:56Z
FRA,manifesto,31529,MR,Mouvement Réformateur,Reformers’ Movement,1973,1973,13.3,1973,NA,NA,2013-01-01T18:18:29Z,2023-06-05T10:39:58Z,2029,167,2013-01-01T18:34:35Z,FRA,parlgov,213,MR,Mouvement réformateur,Reformers Movement,1973,1973,13.3,1973,NA,NA,2012-12-30T23:36:05Z,2024-08-13T10:52:09Z,560,2012-12-30T23:43:49Z
FRA,manifesto,31521,MRP,Mouvement Républicain Populaire,Popular Republican Movement,1946,1962,26.3,1946,NA,NA,2013-01-01T18:17:09Z,2023-06-05T10:39:50Z,1650,737,2013-01-01T18:34:36Z,FRA,parlgov,1086,MRP,Mouvement républicain populaire,Popular Republican Movement,1945,1962,28.1,1946,NA,NA,2012-12-30T23:35:09Z,2024-08-13T10:52:07Z,275,2012-12-30T23:43:49Z
FRA,manifesto,31630,NC,Nouveau Centre,New Centre,2012,2012,2.2,2012,NA,NA,2015-11-17T11:43:49Z,2023-06-05T10:39:59Z,15528,1255,2015-11-17T11:49:25Z,FRA,parlgov,1058,NC,Nouveau centre,New Centre,2007,2014,2.4,2007,NA,NA,2012-12-30T23:34:47Z,2024-08-13T10:52:09Z,160,2012-12-30T23:43:50Z
FRA,manifesto,31220,PCF,Parti Communiste Français,French Communist Party,1946,2017,28.6,1946,NA,NA,2013-01-01T18:17:53Z,2023-06-05T10:39:50Z,1855,1251,2013-01-01T18:34:36Z,FRA,parlgov,686,PCF,Parti communiste française,French Communist Party,1924,2019,28.6,1946,NA,NA,2012-12-30T23:35:08Z,2024-08-13T10:52:08Z,269,2012-12-30T23:43:50Z
FRA,manifesto,31421,PR,Parti Radical,Radical Party,1946,2012,15,1956,NA,NA,2013-01-01T18:17:09Z,2023-06-05T10:39:39Z,1648,14,2013-01-01T18:34:37Z,FRA,parlgov,401,PR,Parti radical-socialiste,Radical Socialist Party,1902,2014,28.5,1906,NA,NA,2012-12-30T23:35:53Z,2024-08-13T10:51:55Z,504,2012-12-30T23:43:52Z
FRA,manifesto,31230,PRG,Parti Radical de Gauche,Left Radical Party,2012,2017,1.7,2012,NA,NA,2015-11-17T11:43:53Z,2023-06-05T10:40:01Z,15541,1783,2015-11-17T11:49:27Z,FRA,parlgov,1492,PRG,Parti radical de gauche,Radical Party of the Left,1973,2017,2.2,1978,NA,NA,2012-12-30T23:34:55Z,2024-08-13T10:52:01Z,202,2012-12-30T23:43:52Z
FRA,manifesto,31320,PS,Parti Socialiste,Socialist Party,1946,2017,36.6,1981,NA,NA,2013-01-01T18:18:17Z,2023-06-05T10:40:00Z,1974,1478,2013-01-01T18:34:38Z,FRA,parlgov,1539,PS,Parti socialiste,Socialist Party,1902,2019,36,1981,NA,NA,2012-12-30T23:35:32Z,2024-08-13T10:52:00Z,396,2012-12-30T23:43:53Z
FRA,manifesto,31625,RPR,Rassemblement pour la République,Rally for the Republic,1993,1997,20.2,1993,NA,NA,2013-01-01T18:18:09Z,2023-06-05T10:39:50Z,1933,509,2013-01-01T18:34:37Z,FRA,parlgov,138,RPR,Rassemblement pour la république,Rally for the Republic,1978,1999,22.5,1978,NA,NA,2012-12-30T23:34:45Z,2024-08-13T10:51:57Z,149,2012-12-30T23:43:55Z
FRA,manifesto,31425,NA,Renaissance,Renaissance,2017,2017,28.2,2017,NA,NA,2018-08-02T13:22:56Z,2023-06-05T10:39:43Z,25028,5857,2018-08-02T13:22:56Z,FRA,parlgov,2643,REM|R,La République En Marche! | Renaissance,The Republic Onwards! | Renaissance,2017,2022,28.2,2017,NA,NA,2018-02-02T21:31:02Z,2024-08-13T10:51:57Z,20344,2018-02-02T22:14:59Z
FRA,manifesto,31623,UDCA,Union de Defense Commercants et Artisans - Poujadists,Union for the Defence of Traders and Artisans - Poujadists,1956,1956,11.6,1956,NA,NA,2013-01-01T18:16:43Z,2023-06-05T10:39:44Z,1529,1580,2013-01-01T18:34:37Z,FRA,parlgov,898,UDCA,Union de défense des commerçants et artisans – Poujadists,Union for the Defence of Traders and Artisans -- Poujadists,1956,1958,11.7,1956,NA,NA,2012-12-30T23:35:22Z,2024-08-13T10:52:04Z,345,2012-12-30T23:43:55Z
FRA,manifesto,31622,PRL,Union de la Nouvelle Majorite - Conservatives/Gaullists,Union for a New Majority - Conservatives/Gaullists,1946,1988,20,1958,NA,includes: Parti Républicain de la Liberté; Independants Républicains; Parti Paysan; CNIP Centre National des Indépendants et Paysans; Action Répubilcaine et Sociale; Centre Républicain; Centre National des Indépendants,2013-01-01T18:16:44Z,2023-06-05T10:40:02Z,1535,1629,2013-01-01T18:34:34Z,FRA,parlgov,1414,CNIP,Centre national des indépendants et paysans,National Centre of Independents and Peasants [Conservatives],1951,1981,20,1958,NA,NA,2012-12-30T23:34:58Z,2024-08-13T10:52:06Z,220,2012-12-30T23:43:43Z
FRA,manifesto,31621,RPF,Union de la Nouvelle Majorite - Gaullists/Conservatives,Union for a New Majority - Gaullists/Conservatives,1946,1988,38,1968,NA,includes: UNR Union Pour la Nouvelle République; UDT Union Démocratique du Travail; RPR Rassemblement pour la République,2013-01-01T18:16:30Z,2023-06-05T10:39:40Z,1467,1083,2013-01-01T18:34:35Z,FRA,parlgov,1094,G,Gaulliste,Gaullists,1946,1973,38,1968,NA,NA,2012-12-30T23:37:03Z,2024-08-13T10:51:58Z,833,2012-12-30T23:43:44Z
FRA,manifesto,31430,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017,2017,3,2017,NA,NA,2018-08-02T13:23:06Z,2023-06-05T10:39:45Z,25072,3229,2018-08-02T13:23:06Z,FRA,parlgov,2273,UDI,Union des démocrates et indépendants,Union of Democrats and Independents,2017,2022,3,2017,NA,NA,2014-02-08T21:29:58Z,2024-08-13T10:52:08Z,3941,2015-02-20T18:34:25Z
DEU,manifesto,41953,AfD,Alternative für Deutschland,Alternative for Germany,2013,2021,12.6,2017,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:39Z,3577,1976,2014-02-09T22:03:38Z,DEU,parlgov,2253,AfD,Alternative für Deutschland,Alternative for Germany,2013,2021,12.6,2017,NA,NA,2014-02-08T21:29:39Z,2024-08-13T10:51:53Z,3800,2014-02-09T22:01:50Z
DEU,manifesto,41911,BP,Bayernpartei,Bavarian Party,1949,1949,4.2,1949,NA,NA,2013-01-01T18:18:20Z,2023-06-05T10:39:55Z,1988,61,2013-01-01T18:34:00Z,DEU,parlgov,1131,BP,Bayernpartei,Bavarian Party,1949,1953,4.2,1949,NA,NA,2012-12-30T23:34:52Z,2024-08-13T10:51:58Z,189,2012-12-30T23:42:31Z
DEU,manifesto,41113,90/Greens,Bündnis‘90/Die Grünen,Alliance‘90/Greens,1994,2021,14.8,2021,NA,NA,2013-01-01T18:18:28Z,2023-06-05T10:40:02Z,2026,1816,2013-01-01T18:34:00Z,DEU,parlgov,772,B90/Gru,Bündnis 90 / Die Grünen,Alliance 90 / Greens,1979,2021,14.8,2021,NA,NA,2012-12-30T23:34:54Z,2024-08-13T10:52:02Z,198,2012-12-30T23:42:31Z
DEU,manifesto,41521,CDU/CSU,Christlich-Demokratische Union/Christlich-Soziale Union,Christian Democratic Union/Christian Social Union,1949,2021,50.2,1957,NA,NA,2013-01-01T18:16:17Z,2023-06-05T10:39:46Z,1413,211,2015-07-31T18:43:13Z,DEU,parlgov,1727,CDU+CSU,Christlich Demokratische Union / Christlich Soziale Union,Christian Democratic Union / Christian Social Union,1900,2024,NA,NA,NA,NA,2012-12-30T23:36:24Z,2024-08-13T10:51:55Z,650,2012-12-30T23:42:32Z
DEU,manifesto,41620,DP,Deutsche Partei,German Party,1949,1957,4,1949,NA,NA,2013-01-01T18:17:46Z,2023-06-05T10:39:57Z,1821,1502,2013-01-01T18:34:01Z,DEU,parlgov,912,DP,Deutsche Partei,German Party,1949,1957,4,1949,NA,NA,2012-12-30T23:35:23Z,2024-08-13T10:51:57Z,349,2012-12-30T23:42:34Z
DEU,manifesto,41712,DRP,Deutsche Reichspartei,German Reich Party,1949,1949,1.8,1949,NA,NA,2013-01-01T18:18:12Z,2023-06-05T10:40:03Z,1950,1151,2013-01-01T18:34:02Z,DEU,parlgov,187,DRP,Deutsche Reichspartei,German Reich Party,1949,1957,1.8,1949,NA,NA,2012-12-30T23:37:54Z,2024-08-13T10:52:05Z,1082,2012-12-30T23:42:34Z
DEU,manifesto,41522,DZ,Deutsche Zentrumspartei,Centre Party,1949,1953,3.1,1949,NA,NA,2013-01-01T18:18:14Z,2023-06-05T10:39:46Z,1960,1798,2013-01-01T18:34:02Z,DEU,parlgov,137,DZ,Deutsche Zentrumspartei,Centre Party,1919,1953,15.4,1919,NA,NA,2012-12-30T23:35:56Z,2024-08-13T10:51:52Z,515,2012-12-30T23:42:35Z
DEU,manifesto,41223,LINKE,Die Linke,The Left,2009,2021,11.9,2009,NA,NA,2014-02-08T21:29:16Z,2023-06-05T10:40:02Z,3708,1545,2014-02-15T21:50:28Z,DEU,parlgov,791,PDS|Li,PDS | Die Linke,PDS | The Left,1990,2021,11.9,2009,NA,NA,2012-12-30T23:35:33Z,2024-08-13T10:51:54Z,402,2019-06-04T05:47:38Z
